NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
NEGATIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902807	NEGATIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902807		74	-0.5579189	-1.3081585	0.004	0.17237367	1	3189	"tags=41%, list=25%, signal=54%"
REGULATION OF CELL PROJECTION ASSEMBLY%GOBP%GO:0060491	REGULATION OF CELL PROJECTION ASSEMBLY%GOBP%GO:0060491		134	-0.5482686	-1.3080561	0	0.17244363	1	2999	"tags=39%, list=24%, signal=50%"
BIOCARTA_VIP_PATHWAY%MSIGDB_C2%BIOCARTA_VIP_PATHWAY	BIOCARTA_VIP_PATHWAY%MSIGDB_C2%BIOCARTA_VIP_PATHWAY		15	-0.6399102	-1.3080518	0.06790123	0.17225124	1	1271	"tags=40%, list=10%, signal=44%"
BIOCARTA_FCER1_PATHWAY%MSIGDB_C2%BIOCARTA_FCER1_PATHWAY	BIOCARTA_FCER1_PATHWAY%MSIGDB_C2%BIOCARTA_FCER1_PATHWAY		29	-0.59089994	-1.3079484	0.033199195	0.17226659	1	2552	"tags=52%, list=20%, signal=65%"
REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810	REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810		110	-0.55003935	-1.3078545	0.004	0.17228524	1	3285	"tags=43%, list=26%, signal=57%"
VENTRICULAR SEPTUM MORPHOGENESIS%GOBP%GO:0060412	VENTRICULAR SEPTUM MORPHOGENESIS%GOBP%GO:0060412		15	-0.6336875	-1.3078066	0.07897436	0.17220372	1	1913	"tags=40%, list=15%, signal=47%"
POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087	POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087		22	-0.60726196	-1.3077507	0.057344064	0.1721136	1	1840	"tags=41%, list=14%, signal=48%"
POSITIVE REGULATION OF ATP METABOLIC PROCESS%GOBP%GO:1903580	POSITIVE REGULATION OF ATP METABOLIC PROCESS%GOBP%GO:1903580		24	-0.59349287	-1.3077193	0.058408864	0.17199919	1	2385	"tags=42%, list=19%, signal=51%"
REGULATION OF NEURON MIGRATION%GOBP%GO:2001222	REGULATION OF NEURON MIGRATION%GOBP%GO:2001222		16	-0.6241068	-1.3074347	0.070083685	0.17242251	1	2988	"tags=44%, list=23%, signal=57%"
POSITIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS%GOBP%GO:1902993	POSITIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS%GOBP%GO:1902993		17	-0.6219781	-1.3073338	0.07597536	0.1724277	1	2673	"tags=47%, list=21%, signal=60%"
REGULATION OF NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR SMAD2 3 SIGNALING	REGULATION OF NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR SMAD2 3 SIGNALING		66	-0.5635149	-1.3071152	0.011011011	0.17272133	1	2850	"tags=42%, list=22%, signal=54%"
VESICLE-MEDIATED TRANSPORT TO THE PLASMA MEMBRANE%GOBP%GO:0098876	VESICLE-MEDIATED TRANSPORT TO THE PLASMA MEMBRANE%GOBP%GO:0098876		61	-0.5654245	-1.3070909	0.014	0.17258473	1	3118	"tags=44%, list=25%, signal=58%"
REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050854	REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050854		51	-0.56904715	-1.3069543	0.01503006	0.17269327	1	2674	"tags=41%, list=21%, signal=52%"
ENVELOPE PROTEINS AND THEIR POTENTIAL ROLES IN EDMD PHYSIOPATHOLOGY%WIKIPATHWAYS_20210210%WP4535%HOMO SAPIENS	ENVELOPE PROTEINS AND THEIR POTENTIAL ROLES IN EDMD PHYSIOPATHOLOGY%WIKIPATHWAYS_20210210%WP4535%HOMO SAPIENS		26	-0.5968922	-1.3068703	0.05342742	0.17267142	1	2825	"tags=50%, list=22%, signal=64%"
FAS%IOB%FAS	FAS%IOB%FAS		83	-0.5561426	-1.3066794	0.005	0.17285883	1	3195	"tags=49%, list=25%, signal=66%"
POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000108	POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000108		20	-0.61611253	-1.306597	0.058763932	0.17286001	1	3866	"tags=60%, list=30%, signal=86%"
PHOSPHATIDYLINOSITOL PHOSPHORYLATION%GOBP%GO:0046854	PHOSPHATIDYLINOSITOL PHOSPHORYLATION%GOBP%GO:0046854		34	-0.58901805	-1.3065187	0.02917505	0.17283924	1	3838	"tags=59%, list=30%, signal=84%"
T CELL MIGRATION%GOBP%GO:0072678	T CELL MIGRATION%GOBP%GO:0072678		15	-0.63494414	-1.3064866	0.07621009	0.17272645	1	3919	"tags=67%, list=31%, signal=96%"
POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0010718	POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0010718		28	-0.59134275	-1.3064308	0.04527163	0.17265114	1	2704	"tags=43%, list=21%, signal=54%"
B CELL ACTIVATION%PANTHER PATHWAY%P00010	B CELL ACTIVATION%PANTHER PATHWAY%P00010		54	-0.56312	-1.3064095	0.012012012	0.17251362	1	3657	"tags=56%, list=29%, signal=78%"
BIOCARTA_IL1R_PATHWAY%MSIGDB_C2%BIOCARTA_IL1R_PATHWAY	BIOCARTA_IL1R_PATHWAY%MSIGDB_C2%BIOCARTA_IL1R_PATHWAY		21	-0.6006876	-1.3063921	0.055668015	0.17235999	1	3151	"tags=52%, list=25%, signal=70%"
PKMTS METHYLATE HISTONE LYSINES%REACTOME%R-HSA-3214841.3	PKMTS METHYLATE HISTONE LYSINES%REACTOME%R-HSA-3214841.3		36	-0.5845992	-1.3061881	0.024072217	0.17259218	1	3146	"tags=50%, list=25%, signal=66%"
NEGATIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050768	NEGATIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050768		78	-0.5580263	-1.3059205	0.007	0.17295907	1	3285	"tags=47%, list=26%, signal=64%"
REGULATION OF HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034110	REGULATION OF HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034110		18	-0.61423856	-1.3058814	0.0665302	0.17285888	1	1061	"tags=28%, list=8%, signal=30%"
VIRAL PROTEIN PROCESSING%GOBP%GO:0019082	VIRAL PROTEIN PROCESSING%GOBP%GO:0019082		38	-0.5797117	-1.3058777	0.022088353	0.17267942	1	2460	"tags=32%, list=19%, signal=39%"
BDNF-TRKB SIGNALING%WIKIPATHWAYS_20210210%WP3676%HOMO SAPIENS	BDNF-TRKB SIGNALING%WIKIPATHWAYS_20210210%WP3676%HOMO SAPIENS		24	-0.6013626	-1.3057047	0.048435923	0.17287119	1	2709	"tags=46%, list=21%, signal=58%"
PID_S1P_S1P2_PATHWAY%MSIGDB_C2%PID_S1P_S1P2_PATHWAY	PID_S1P_S1P2_PATHWAY%MSIGDB_C2%PID_S1P_S1P2_PATHWAY		16	-0.62754154	-1.3056235	0.08341916	0.17286809	1	2882	"tags=44%, list=23%, signal=56%"
POSITIVE REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:1900373	POSITIVE REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:1900373		20	-0.61555856	-1.3053994	0.060544904	0.17320128	1	2385	"tags=50%, list=19%, signal=61%"
ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046632	ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046632		23	-0.6022798	-1.3048545	0.055837564	0.17424771	1	1845	"tags=43%, list=15%, signal=51%"
REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GOBP%GO:0010769	REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GOBP%GO:0010769		144	-0.54365623	-1.3047271	0	0.17432423	1	3115	"tags=40%, list=24%, signal=52%"
SPHINGOLIPID METABOLISM (GENERAL OVERVIEW)%WIKIPATHWAYS_20210210%WP4725%HOMO SAPIENS	SPHINGOLIPID METABOLISM (GENERAL OVERVIEW)%WIKIPATHWAYS_20210210%WP4725%HOMO SAPIENS		16	-0.6202038	-1.304521	0.068252325	0.1745703	1	2827	"tags=50%, list=22%, signal=64%"
AGE/RAGE PATHWAY%WIKIPATHWAYS_20210210%WP2324%HOMO SAPIENS	AGE/RAGE PATHWAY%WIKIPATHWAYS_20210210%WP2324%HOMO SAPIENS		44	-0.5711076	-1.304321	0.02	0.17481036	1	3324	"tags=50%, list=26%, signal=67%"
"REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000381"	"REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000381"		45	-0.5713558	-1.3042818	0.026052104	0.17469515	1	3079	"tags=36%, list=24%, signal=47%"
INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS	INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS		40	-0.57538885	-1.3041159	0.02	0.17487867	1	2831	"tags=48%, list=22%, signal=61%"
ESTABLISHMENT OF MITOTIC SPINDLE ORIENTATION%GOBP%GO:0000132	ESTABLISHMENT OF MITOTIC SPINDLE ORIENTATION%GOBP%GO:0000132		16	-0.62430197	-1.3039637	0.087001026	0.17503048	1	4417	"tags=75%, list=35%, signal=115%"
PHOSPHODIESTERASES IN NEURONAL FUNCTION%WIKIPATHWAYS_20210210%WP4222%HOMO SAPIENS	PHOSPHODIESTERASES IN NEURONAL FUNCTION%WIKIPATHWAYS_20210210%WP4222%HOMO SAPIENS		18	-0.6165022	-1.303922	0.06938776	0.17491852	1	3278	"tags=56%, list=26%, signal=75%"
AXON GUIDANCE MEDIATED BY NETRIN%PANTHER PATHWAY%P00009	AXON GUIDANCE MEDIATED BY NETRIN%PANTHER PATHWAY%P00009		25	-0.60053647	-1.303497	0.049544994	0.17569716	1	3640	"tags=52%, list=29%, signal=73%"
REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001257	REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001257		72	-0.5566305	-1.3033006	0.006006006	0.17596558	1	2268	"tags=32%, list=18%, signal=39%"
REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:1900024	REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:1900024		35	-0.58201194	-1.3030275	0.025075225	0.17636518	1	2371	"tags=34%, list=19%, signal=42%"
SIGNALING BY MET%REACTOME%R-HSA-6806834.2	SIGNALING BY MET%REACTOME%R-HSA-6806834.2		49	-0.566888	-1.3026521	0.022022022	0.17697172	1	2593	"tags=45%, list=20%, signal=56%"
OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:0003151	OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:0003151		24	-0.6022756	-1.3026104	0.048241206	0.17687215	1	2815	"tags=42%, list=22%, signal=53%"
BIOCARTA_IL2_PATHWAY%MSIGDB_C2%BIOCARTA_IL2_PATHWAY	BIOCARTA_IL2_PATHWAY%MSIGDB_C2%BIOCARTA_IL2_PATHWAY		19	-0.61399156	-1.3025223	0.065789476	0.17687538	1	3291	"tags=53%, list=26%, signal=71%"
REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120032	REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120032		134	-0.5482686	-1.3024143	0.001	0.17690107	1	2999	"tags=39%, list=24%, signal=50%"
CARDIAC CHAMBER DEVELOPMENT%GOBP%GO:0003205	CARDIAC CHAMBER DEVELOPMENT%GOBP%GO:0003205		44	-0.5711139	-1.3021663	0.02106319	0.17725697	1	2815	"tags=41%, list=22%, signal=52%"
CXCR4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR4-MEDIATED SIGNALING EVENTS	CXCR4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR4-MEDIATED SIGNALING EVENTS		74	-0.5544364	-1.3021542	0.004008016	0.17709264	1	3861	"tags=51%, list=30%, signal=73%"
NEURON DEATH%GOBP%GO:0070997	NEURON DEATH%GOBP%GO:0070997		20	-0.6064316	-1.3020912	0.07215447	0.17704356	1	2813	"tags=25%, list=22%, signal=32%"
PID_ARF_3PATHWAY%MSIGDB_C2%PID_ARF_3PATHWAY	PID_ARF_3PATHWAY%MSIGDB_C2%PID_ARF_3PATHWAY		15	-0.6179127	-1.3019952	0.07012195	0.17704761	1	2004	"tags=33%, list=16%, signal=40%"
REGULATION OF RESPONSE TO INTERFERON-GAMMA%GOBP%GO:0060330	REGULATION OF RESPONSE TO INTERFERON-GAMMA%GOBP%GO:0060330		18	-0.61212754	-1.3018012	0.07135576	0.17725657	1	3704	"tags=50%, list=29%, signal=70%"
INTEGRIN-MEDIATED CELL ADHESION%WIKIPATHWAYS_20210210%WP185%HOMO SAPIENS	INTEGRIN-MEDIATED CELL ADHESION%WIKIPATHWAYS_20210210%WP185%HOMO SAPIENS		59	-0.5688155	-1.3014154	0.008008008	0.17795482	1	4199	"tags=56%, list=33%, signal=83%"
PID_S1P_S1P3_PATHWAY%MSIGDB_C2%PID_S1P_S1P3_PATHWAY	PID_S1P_S1P3_PATHWAY%MSIGDB_C2%PID_S1P_S1P3_PATHWAY		19	-0.6131023	-1.3008834	0.07106599	0.17894138	1	2989	"tags=47%, list=24%, signal=62%"
REGULATION OF CELL-SUBSTRATE JUNCTION ASSEMBLY%GOBP%GO:0090109	REGULATION OF CELL-SUBSTRATE JUNCTION ASSEMBLY%GOBP%GO:0090109		40	-0.5760241	-1.3008747	0.024072217	0.17876673	1	1432	"tags=33%, list=11%, signal=37%"
BIOCARTA_CELLCYCLE_PATHWAY%MSIGDB_C2%BIOCARTA_CELLCYCLE_PATHWAY	BIOCARTA_CELLCYCLE_PATHWAY%MSIGDB_C2%BIOCARTA_CELLCYCLE_PATHWAY		15	-0.6255932	-1.3008668	0.07053942	0.17858933	1	2556	"tags=40%, list=20%, signal=50%"
POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303	POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303		30	-0.58484316	-1.3008021	0.033165827	0.1785485	1	913	"tags=23%, list=7%, signal=25%"
NEGATIVE REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032272	NEGATIVE REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032272		36	-0.57672584	-1.3007817	0.024	0.17839913	1	2028	"tags=33%, list=16%, signal=40%"
POSITIVE REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051149	POSITIVE REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051149		28	-0.5925852	-1.3007715	0.050301813	0.17824158	1	2788	"tags=43%, list=22%, signal=55%"
REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE%GOBP%GO:0070884	REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE%GOBP%GO:0070884		17	-0.62374157	-1.3005457	0.0647482	0.17858943	1	1970	"tags=29%, list=15%, signal=35%"
POSITIVE REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0060261	POSITIVE REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0060261		20	-0.6088754	-1.3004984	0.055271238	0.17849934	1	1624	"tags=30%, list=13%, signal=34%"
RESPONSE TO NUTRIENT%GOBP%GO:0007584	RESPONSE TO NUTRIENT%GOBP%GO:0007584		36	-0.58046335	-1.3003768	0.025100403	0.1785827	1	2216	"tags=28%, list=17%, signal=34%"
GOLGI TO PLASMA MEMBRANE TRANSPORT%GOBP%GO:0006893	GOLGI TO PLASMA MEMBRANE TRANSPORT%GOBP%GO:0006893		44	-0.5715057	-1.3003323	0.027108435	0.17847912	1	3665	"tags=52%, list=29%, signal=73%"
MITOTIC G1 DNA DAMAGE CHECKPOINT%GOBP%GO:0031571	MITOTIC G1 DNA DAMAGE CHECKPOINT%GOBP%GO:0031571		47	-0.5734309	-1.2999557	0.012012012	0.17913625	1	3364	"tags=43%, list=26%, signal=58%"
PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014065	PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014065		26	-0.5957802	-1.299629	0.046464648	0.1797104	1	3434	"tags=54%, list=27%, signal=74%"
POSITIVE REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030810	POSITIVE REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030810		20	-0.61555856	-1.2995104	0.060728744	0.17978586	1	2385	"tags=50%, list=19%, signal=61%"
NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0042059	NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0042059		29	-0.58473265	-1.299472	0.055220883	0.17967625	1	3704	"tags=52%, list=29%, signal=73%"
HAIR FOLLICLE DEVELOPMENT: CYTODIFFERENTIATION (PART 3 OF 3)%WIKIPATHWAYS_20210210%WP2840%HOMO SAPIENS	HAIR FOLLICLE DEVELOPMENT: CYTODIFFERENTIATION (PART 3 OF 3)%WIKIPATHWAYS_20210210%WP2840%HOMO SAPIENS		26	-0.5952936	-1.2994583	0.043610547	0.17951578	1	2678	"tags=46%, list=21%, signal=58%"
PI3K-AKT-MTOR SIGNALING PATHWAY AND THERAPEUTIC OPPORTUNITIES%WIKIPATHWAYS_20210210%WP3844%HOMO SAPIENS	PI3K-AKT-MTOR SIGNALING PATHWAY AND THERAPEUTIC OPPORTUNITIES%WIKIPATHWAYS_20210210%WP3844%HOMO SAPIENS		23	-0.5976796	-1.2993885	0.04723618	0.17951392	1	861	"tags=26%, list=7%, signal=28%"
NEGATIVE REGULATION OF NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0051961	NEGATIVE REGULATION OF NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0051961		83	-0.5533195	-1.299318	0.004	0.17949235	1	3285	"tags=47%, list=26%, signal=63%"
NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING	NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING		47	-0.56896394	-1.2991345	0.014014014	0.17971422	1	2552	"tags=43%, list=20%, signal=53%"
APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS%REACTOME%R-HSA-111465.3	APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS%REACTOME%R-HSA-111465.3		29	-0.57797754	-1.2991012	0.062248997	0.17958875	1	2825	"tags=45%, list=22%, signal=57%"
BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY		17	-0.6200757	-1.2990758	0.070336394	0.17946345	1	2639	"tags=59%, list=21%, signal=74%"
PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION%GOBP%GO:0046856	PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION%GOBP%GO:0046856		22	-0.6007735	-1.2989728	0.040567953	0.17950846	1	3890	"tags=68%, list=31%, signal=98%"
FOXO-MEDIATED TRANSCRIPTION OF CELL DEATH GENES%REACTOME%R-HSA-9614657.1	FOXO-MEDIATED TRANSCRIPTION OF CELL DEATH GENES%REACTOME%R-HSA-9614657.1		16	-0.6099238	-1.2988833	0.08401639	0.17953452	1	1002	"tags=31%, list=8%, signal=34%"
CELLULAR RESPONSE TO AMYLOID-BETA%GOBP%GO:1904646	CELLULAR RESPONSE TO AMYLOID-BETA%GOBP%GO:1904646		24	-0.5906069	-1.2983279	0.06532663	0.18060216	1	2660	"tags=42%, list=21%, signal=53%"
POSITIVE REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1900740	POSITIVE REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1900740		23	-0.59957457	-1.298286	0.05650858	0.180497	1	2874	"tags=48%, list=23%, signal=62%"
REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1900739	REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1900739		23	-0.59957457	-1.2982575	0.054490414	0.18037558	1	2874	"tags=48%, list=23%, signal=62%"
"DNA-TEMPLATED TRANSCRIPTION, INITIATION%GOBP%GO:0006352"	"DNA-TEMPLATED TRANSCRIPTION, INITIATION%GOBP%GO:0006352"		130	-0.5423812	-1.2981529	0.001	0.18041217	1	2490	"tags=30%, list=20%, signal=37%"
CARDIAC VENTRICLE DEVELOPMENT%GOBP%GO:0003231	CARDIAC VENTRICLE DEVELOPMENT%GOBP%GO:0003231		35	-0.58092564	-1.2981395	0.032128513	0.18025501	1	2351	"tags=37%, list=18%, signal=45%"
TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 75%6791312	TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 75%6791312		38	-0.57474536	-1.2980417	0.026104419	0.18029784	1	3189	"tags=37%, list=25%, signal=49%"
TSLP%NETPATH%TSLP	TSLP%NETPATH%TSLP		119	-0.54471457	-1.2979459	0.002	0.18033744	1	3142	"tags=47%, list=25%, signal=62%"
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 75%983695	ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 75%983695		29	-0.5907425	-1.2979101	0.04637097	0.180227	1	2254	"tags=48%, list=18%, signal=59%"
POSITIVE REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900544	POSITIVE REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900544		24	-0.59349287	-1.2978746	0.06256307	0.18011469	1	2385	"tags=42%, list=19%, signal=51%"
VESICLE-MEDIATED TRANSPORT BETWEEN ENDOSOMAL COMPARTMENTS%GOBP%GO:0098927	VESICLE-MEDIATED TRANSPORT BETWEEN ENDOSOMAL COMPARTMENTS%GOBP%GO:0098927		21	-0.60539275	-1.2978312	0.06477733	0.18002531	1	4288	"tags=67%, list=34%, signal=100%"
NETRIN-1 SIGNALING%REACTOME%R-HSA-373752.2	NETRIN-1 SIGNALING%REACTOME%R-HSA-373752.2		34	-0.5828782	-1.2978185	0.029087262	0.17986946	1	4381	"tags=68%, list=34%, signal=103%"
REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0046626	REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0046626		33	-0.58083427	-1.2978137	0.026156941	0.1796936	1	1487	"tags=30%, list=12%, signal=34%"
SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:0034446	SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:0034446		31	-0.58477765	-1.2975566	0.038229376	0.18006544	1	2846	"tags=48%, list=22%, signal=62%"
CAMKK2  PATHWAY%WIKIPATHWAYS_20210210%WP4874%HOMO SAPIENS	CAMKK2  PATHWAY%WIKIPATHWAYS_20210210%WP4874%HOMO SAPIENS		25	-0.5936529	-1.2975361	0.045500506	0.17993258	1	2134	"tags=44%, list=17%, signal=53%"
PI3 KINASE PATHWAY%PANTHER PATHWAY%P00048	PI3 KINASE PATHWAY%PANTHER PATHWAY%P00048		37	-0.5762298	-1.2972466	0.03109328	0.18044125	1	2025	"tags=38%, list=16%, signal=45%"
TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX%REACTOME%R-HSA-1362277.2	TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX%REACTOME%R-HSA-1362277.2		16	-0.6219218	-1.2971796	0.080777094	0.18038556	1	3155	"tags=56%, list=25%, signal=75%"
PID_IL8_CXCR2_PATHWAY%MSIGDB_C2%PID_IL8_CXCR2_PATHWAY	PID_IL8_CXCR2_PATHWAY%MSIGDB_C2%PID_IL8_CXCR2_PATHWAY		21	-0.594562	-1.2970835	0.07535642	0.18041041	1	3861	"tags=57%, list=30%, signal=82%"
RESPONSE TO AMYLOID-BETA%GOBP%GO:1904645	RESPONSE TO AMYLOID-BETA%GOBP%GO:1904645		26	-0.59191227	-1.2970061	0.06012024	0.18037407	1	2660	"tags=42%, list=21%, signal=53%"
NOTCH%NETPATH%NOTCH	NOTCH%NETPATH%NOTCH		51	-0.5659764	-1.2969416	0.017017016	0.18031669	1	2788	"tags=41%, list=22%, signal=53%"
RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0009612	RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0009612		62	-0.5558619	-1.2966772	0.011	0.18070662	1	2387	"tags=32%, list=19%, signal=40%"
RESPONSE TO ESTROGEN%GOBP%GO:0043627	RESPONSE TO ESTROGEN%GOBP%GO:0043627		23	-0.5961401	-1.296542	0.06332993	0.18084437	1	2533	"tags=39%, list=20%, signal=49%"
NEGATIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046580	NEGATIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046580		23	-0.6025993	-1.2964735	0.04949495	0.18082103	1	1580	"tags=30%, list=12%, signal=35%"
IL-1 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP195%HOMO SAPIENS	IL-1 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP195%HOMO SAPIENS		40	-0.570859	-1.2963967	0.035105314	0.18084025	1	3546	"tags=55%, list=28%, signal=76%"
